answer_id,answer_slug,current_reviewer_id,current_public_reviewer_name,proposed_contributor_id,proposed_contributor_name,best_contributor_id,best_contributor_name,matched_specialty,deeper_topic,deeper_topic_name,deeper_theme,deeper_category,score,confidence,match_reasons,exclusions_evaluated,soft_cap_impact,profile_completeness,profile_publishable,blocked_incomplete,proposed_public_label,assignment_method,approval_source_internal,misleading_review_date_today,reviewed_at_legacy,qa_override,qa_decision
292afffe-a40a-4c34-afd4-0b2f443ad116,how-do-i-deal-with-trauma-triggers-in-ev-190219-011,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Trauma,trauma-and-safety,Trauma & Safety,trauma-and-safety,Trauma & Grief,100,high,alias_keyword:Grief|exact_topic:trauma-and-safety via PTSD (w=1)|exact_topic:trauma-and-safety via Trauma (w=1)|preferred_specialty_keyword:Trauma,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
ba8b8587-42b5-49f4-9a50-f52c5be52b19,how-do-i-deal-with-workplace-surveillance-and-ai-monitoring-anxiety,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Anxiety,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
bcf69729-4165-40c5-8588-96fbfcd8f256,how-do-i-decide-what-to-do-with-their-be-186032-009,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Grief and Loss,grief-and-loss,Grief & Loss,life-transitions-and-change,Grief & Loss,100,high,parent_theme:life-transitions-and-change via Life Transitions|exact_topic:grief-and-loss via Grief and Loss (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
f73546bd-6214-4308-b103-614c9c19d09c,how-do-i-discipline-my-child-without-dam-190974-005,david-k-gore-phd,"Kenneth W. Christian, PhD",susan-keenan,Susan L. Keenan,susan-keenan,Susan L. Keenan,Parenting,family-and-parenting,Family & Parenting,family-and-parenting,Parenting,100,high,exact_topic:family-and-parenting via Family Conflict (w=1)|exact_topic:family-and-parenting via Parenting (w=1)|preferred_specialty_keyword:Parenting,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
314715df-1b92-46f3-ba9f-ccc8ceeae295,how-do-i-explain-gaps-in-my-employment-history-due-to-addiction,david-k-gore-phd,"Kenneth W. Christian, PhD",lynn-lane,Lynn Lane,lynn-lane,Lynn Lane,Substance Abuse & Chemical Dependency,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,parent_theme:trauma-and-safety via PTSD|exact_topic:addiction-and-recovery via Substance Abuse & Chemical Dependency (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
b4a4cdbb-dc4f-4ad5-a1ff-8cf744080fd8,how-do-i-explain-to-others-that-i-cant-just-think-positive-my-way-out-of-depression,david-k-gore-phd,"Kenneth W. Christian, PhD",michaela-hilburn,Michaela Hilburn,michaela-hilburn,Michaela Hilburn,Depression,depression,Depression,anxiety-and-mood,Depression & Numbness,100,high,parent_theme:anxiety-and-mood via Anxiety|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
18219d42-d155-4449-bc17-957fee6bd20a,how-do-i-find-a-therapist-who-understands-my-g2h5i8,david-k-gore-phd,"Kenneth W. Christian, PhD",jackie-malone,Jackie Malone,jackie-malone,Jackie Malone,Self Esteem,identity-and-self-worth,Identity & Self-Worth,identity-and-self-worth,Identity & Self-Worth,100,high,exact_topic:identity-and-self-worth via Body Image (w=0.4)|demoted_missing_keyword_support|exact_topic:identity-and-self-worth via Life Transitions (w=0.4)|exact_topic:identity-and-self-worth via Self Esteem (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
05180c4d-e5d2-444d-ad7e-bd70d683d89e,how-do-i-find-a-therapist-who-understands-x8y3z6,david-k-gore-phd,"Kenneth W. Christian, PhD",meredith-price,Meredith Price,meredith-price,Meredith Price,Self Esteem,identity-and-self-worth,Identity & Self-Worth,identity-and-self-worth,Identity & Self-Worth,100,high,exact_topic:identity-and-self-worth via Body Image (w=0.4)|demoted_missing_keyword_support|exact_topic:identity-and-self-worth via Life Transitions (w=0.4)|exact_topic:identity-and-self-worth via Self Esteem (w=1),"requires_keyword_support:Pregnancy, Prenatal, Postpartum",none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
59e17e0b-6450-4e0d-91fe-551b9885d696,how-do-i-find-balance-between-online-activism-d6e9f3,david-k-gore-phd,"Kenneth W. Christian, PhD",samantha-bryant,Samantha Bryant,samantha-bryant,Samantha Bryant,Career Counseling,work-and-burnout,Work & Burnout,work-and-purpose,Work & Burnout,100,high,exact_topic:work-and-burnout via Career Counseling (w=1)|alt_topic:work-and-burnout via Life Transitions (w=0.45)|alt_topic:work-and-burnout via School Issues (w=0.4),requires_keyword_support:Body Image,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
74b2052d-eb9b-4ba6-abc2-de3f56f1bc89,how-do-i-find-meaning-in-work-when-it-feels-s8t2u5,david-k-gore-phd,"Kenneth W. Christian, PhD",samantha-bryant,Samantha Bryant,samantha-bryant,Samantha Bryant,Career Counseling,work-and-burnout,Work & Burnout,work-and-purpose,Work & Burnout,100,high,exact_topic:work-and-burnout via Career Counseling (w=1)|alt_topic:work-and-burnout via Life Transitions (w=0.45)|alt_topic:work-and-burnout via School Issues (w=0.4),requires_keyword_support:Body Image,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
c60a8c48-4bcf-46c0-be54-f494788351cd,how-do-i-find-motivation-when-im-depress-190648-011,david-k-gore-phd,"Kenneth W. Christian, PhD",alex-crenshaw-phd,Dr. Alex Crenshaw,alex-crenshaw-phd,Dr. Alex Crenshaw,Depression,depression,Depression,anxiety-and-mood,Depression,100,high,parent_theme:anxiety-and-mood via Anxiety|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
1990247f-0ef6-4770-be40-4a811bf6f0f8,how-do-i-find-motivation-when-recovery-feels-impossible,david-k-gore-phd,"Kenneth W. Christian, PhD",susan-keenan,Susan L. Keenan,susan-keenan,Susan L. Keenan,Alcohol Use,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,parent_theme:trauma-and-safety via Trauma and PTSD|exact_topic:addiction-and-recovery via Alcohol Use (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
607b7357-54df-4623-afc6-736059e981e8,how-do-i-find-my-purpose-when-nothing-feels-meaningful-h8i9j1,david-k-gore-phd,"Kenneth W. Christian, PhD",meredith-price,Meredith Price,meredith-price,Meredith Price,Self Esteem,identity-and-self-worth,Identity & Self-Worth,identity-and-self-worth,Identity & Self-Worth,100,high,exact_topic:identity-and-self-worth via Body Image (w=0.4)|demoted_missing_keyword_support|alias_keyword:loss|exact_topic:identity-and-self-worth via Life Transitions (w=0.4)|exact_topic:identity-and-self-worth via Self Esteem (w=1),"requires_keyword_support:Pregnancy, Prenatal, Postpartum",none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
08fa9984-cc42-443e-ac40-5a8b3d4edf75,how-do-i-find-peace-with-uncertainty-in-my-life-o5p6q7,david-k-gore-phd,"Kenneth W. Christian, PhD",samantha-bryant,Samantha Bryant,samantha-bryant,Samantha Bryant,Stress,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35)|exact_topic:anxiety-and-stress via Stress (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
74d90aca-d2ae-444f-9ea7-fa330bb4e329,how-do-i-find-purpose-in-my-career-181288-025,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Work/Life Balance,work-and-burnout,Work & Burnout,work-and-purpose,Work & Burnout,100,high,exact_topic:work-and-burnout via Life Transitions (w=0.45)|exact_topic:work-and-burnout via Work/Life Balance (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
5483b5ce-a8f4-4de6-9d74-73aeaf13b034,how-do-i-forgive-someone-who-isnt-sorry-v4w5x6,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Infidelity,relationships-and-communication,Relationships & Communication,relationships-and-connection,Relationships & Communication,100,high,exact_topic:relationships-and-communication via Relationship Issues (w=1)|exact_topic:relationships-and-communication via Divorce (w=1)|exact_topic:relationships-and-communication via Infidelity (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
fd7a9aa7-2053-4f68-bcb1-74f9d862cf89,how-do-i-get-out-of-bed-when-depression-makes-everything-feel-pointless,david-k-gore-phd,"Kenneth W. Christian, PhD",lynn-lane,Lynn Lane,lynn-lane,Lynn Lane,Depression,depression,Depression,anxiety-and-mood,Depression & Numbness,100,high,parent_theme:anxiety-and-mood via Anxiety|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
dcfe7266-672d-4dbb-be54-2d2a6abd58dc,how-do-i-get-over-a-breakup-when-i-still-185759-031,david-k-gore-phd,"Kenneth W. Christian, PhD",lexi-cooper,Lexi Cooper,lexi-cooper,Lexi Cooper,Familial Relationship Counseling,relationships-and-communication,Relationships & Communication,relationships-and-connection,Relationships & Communication,100,high,exact_topic:relationships-and-communication via Familial Relationship Counseling (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
8151853b-1157-4ae8-be58-f32f80923437,how-do-i-grieve-someone-i-had-a-complica-184729-004,david-k-gore-phd,"Kenneth W. Christian, PhD",amanda-gaines,Amanda Gaines,amanda-gaines,Amanda Gaines,Grief & Loss,grief-and-loss,Grief & Loss,life-transitions-and-change,Grief & Loss,100,high,alias_keyword:numbness|exact_topic:grief-and-loss via Grief & Loss (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
1d41e189-07b8-4cb7-ba52-23ebaacbe923,how-do-i-handle-anniversaries-and-holidays-after-losing-someone,david-k-gore-phd,"Kenneth W. Christian, PhD",amanda-gaines,Amanda Gaines,amanda-gaines,Amanda Gaines,Grief & Loss,grief-and-loss,Grief & Loss,life-transitions-and-change,Grief & Loss,100,high,exact_topic:grief-and-loss via Grief & Loss (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
a5fbeef3-40fc-4adc-acf6-ac9787bffe5d,how-do-i-handle-anniversary-dates-or-other-emotionally-difficult-times,david-k-gore-phd,"Kenneth W. Christian, PhD",liz-webb,Liz Webb,liz-webb,Liz Webb,Substance Use,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,exact_topic:addiction-and-recovery via Substance Use (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
052bc6ae-7355-46bc-9fbe-bfa257904509,how-do-i-handle-anxiety-without-using-substances,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Anxiety,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
962355cc-7f8e-4ef2-ab93-55d104466ad5,how-do-i-handle-burnout-when-im-constantly-worried-about-job-security,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Work/Life Balance,work-and-burnout,Work & Burnout,work-and-purpose,Work & Life Balance,100,high,alias_keyword:Anxiety|alt_topic:work-and-burnout via Life Transitions (w=0.45)|exact_topic:work-and-burnout via Work/Life Balance (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
084f6675-7e12-473c-bd46-9ddb9419cca1,how-do-i-handle-child-support-and-custody-disagreements,david-k-gore-phd,"Kenneth W. Christian, PhD",susan-keenan,Susan L. Keenan,susan-keenan,Susan L. Keenan,Parenting,family-and-parenting,Family & Parenting,family-and-parenting,Family & Parenting,100,high,exact_topic:family-and-parenting via Family Conflict (w=1)|exact_topic:family-and-parenting via Parenting (w=1)|preferred_specialty_keyword:Parenting,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
888f0d44-fbfb-4876-80d3-805b54665177,how-do-i-handle-conflict-with-my-partner-without-damaging-our-relationship,david-k-gore-phd,"Kenneth W. Christian, PhD",lynn-lane,Lynn Lane,lynn-lane,Lynn Lane,Relationship Counseling,relationships-and-communication,Relationships & Communication,relationships-and-connection,Relationships & Communication,100,high,exact_topic:relationships-and-communication via Relationship Counseling (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
60963aae-219b-4727-bf22-bb8a91dff1b0,how-do-i-handle-co-parenting-with-a-difficult-ex-spouse,david-k-gore-phd,"Kenneth W. Christian, PhD",susan-keenan,Susan L. Keenan,susan-keenan,Susan L. Keenan,Parenting,family-and-parenting,Family & Parenting,family-and-parenting,Family & Parenting,100,high,exact_topic:family-and-parenting via Family Conflict (w=1)|exact_topic:family-and-parenting via Parenting (w=1)|preferred_specialty_keyword:Parenting,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
e54d7af4-6774-49b1-a677-a9a9b95fbada,how-do-i-handle-cravings-that-seem-to-come-out-of-nowhere,david-k-gore-phd,"Kenneth W. Christian, PhD",liz-webb,Liz Webb,liz-webb,Liz Webb,Substance Use,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,exact_topic:addiction-and-recovery via Substance Use (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
33ae1ba4-c6bd-466d-805a-9ffed6b7b225,how-do-i-handle-criticism-without-taking-177940-011,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Self-Esteem,general-mental-health,General Mental Health,life-transitions-and-change,Emotional Regulation,86,high,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Life Transitions (w=0.7)|alias_keyword:shame|alias_keyword:shame,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
5d306030-c92f-42c1-91b8-639aef2aa3e0,how-do-i-handle-dating-and-relationships-in-recovery,david-k-gore-phd,"Kenneth W. Christian, PhD",lynn-lane,Lynn Lane,lynn-lane,Lynn Lane,Relationship Counseling,relationships-and-communication,Relationships & Communication,relationships-and-connection,Relationships & Communication,100,high,alias_keyword:stress|exact_topic:relationships-and-communication via Relationship Counseling (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
30e73d20-aec9-4ebf-aa91-00772eab9614,how-do-i-handle-depression-in-college-or-graduate-school,david-k-gore-phd,"Kenneth W. Christian, PhD",kelsey-donahue,Kelsey Madsen (Donahue),kelsey-donahue,Kelsey Madsen (Donahue),Stress,depression,Depression,anxiety-and-mood,Depression,100,high,parent_theme:anxiety-and-mood via Anxiety|alias_keyword:stress|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression|preferred_specialty_keyword:stress,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
4ddc257e-3351-4988-8907-bd024eece32b,how-do-i-handle-depression-related-guilt-and-shame,david-k-gore-phd,"Kenneth W. Christian, PhD",alex-crenshaw-phd,Dr. Alex Crenshaw,alex-crenshaw-phd,Dr. Alex Crenshaw,Depression,depression,Depression,anxiety-and-mood,Depression,100,high,parent_theme:anxiety-and-mood via Anxiety|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
3e88b83c-b6f4-4781-aa96-d4eb02c599e9,how-do-i-handle-drug-testing-at-work-while-in-recovery,david-k-gore-phd,"Kenneth W. Christian, PhD",lynn-lane,Lynn Lane,lynn-lane,Lynn Lane,Substance Abuse & Chemical Dependency,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,parent_theme:trauma-and-safety via PTSD|exact_topic:addiction-and-recovery via Substance Abuse & Chemical Dependency (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
e6d65a50-6c34-4022-b37f-7fead19b45cc,how-do-i-handle-family-pressure-about-my-relationship-choices,david-k-gore-phd,"Kenneth W. Christian, PhD",susan-keenan,Susan L. Keenan,susan-keenan,Susan L. Keenan,Relationship Issues,relationships-and-communication,Relationships & Communication,relationships-and-connection,Relationships & Communication,100,high,parent_theme:relationships-and-connection via LGBTQ+|exact_topic:relationships-and-communication via Relationship Issues (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
f7c3dda2-837c-450f-849d-e1a0e539cfdc,how-do-i-handle-grief-during-holidays-an-185387-010,david-k-gore-phd,"Kenneth W. Christian, PhD",samantha-bryant,Samantha Bryant,samantha-bryant,Samantha Bryant,Grief,grief-and-loss,Grief & Loss,life-transitions-and-change,Grief & Loss,100,high,exact_topic:grief-and-loss via Grief (w=1)|preferred_specialty_keyword:Grief,requires_keyword_support:Body Image,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
7a7d5858-77db-4ed0-ba23-778ceee58f9f,how-do-i-handle-guilt-and-shame-about-my-past-actions,david-k-gore-phd,"Kenneth W. Christian, PhD",michaela-hilburn,Michaela Hilburn,michaela-hilburn,Michaela Hilburn,Self-Esteem,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,86,high,exact_topic:general-mental-health via Anxiety (w=0.45)|parent_theme:life-transitions-and-change via Grief and Loss|exact_topic:general-mental-health via Life Transitions (w=0.7)|alias_keyword:shame|alias_keyword:shame,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
d1b69990-8ff2-4de7-8e09-7ef1e1591377,how-do-i-handle-holidays-and-family-gatherings-with-an-addicted-relative,david-k-gore-phd,"Kenneth W. Christian, PhD",kelsey-donahue,Kelsey Madsen (Donahue),kelsey-donahue,Kelsey Madsen (Donahue),Parenting,family-and-parenting,Family & Parenting,family-and-parenting,Family & Parenting,100,high,exact_topic:family-and-parenting via Child (w=1)|exact_topic:family-and-parenting via Family Conflict (w=1)|exact_topic:family-and-parenting via Parenting (w=1)|preferred_specialty_keyword:Parenting,requires_keyword_support:Eating Disorders,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
51054ce4-2e6e-42aa-b6d7-db720380e816,how-do-i-handle-holidays-and-special-events-after-divorce,david-k-gore-phd,"Kenneth W. Christian, PhD",lynn-lane,Lynn Lane,lynn-lane,Lynn Lane,Relationship Counseling,relationships-and-communication,Relationships & Communication,relationships-and-connection,Relationships & Communication,100,high,alias_keyword:adjustment|exact_topic:relationships-and-communication via Relationship Counseling (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
0bf42f26-6cd8-4bac-aea8-6ddb8a86d7ce,how-do-i-handle-holidays-and-special-occasions-in-recovery,david-k-gore-phd,"Kenneth W. Christian, PhD",jackie-malone,Jackie Malone,jackie-malone,Jackie Malone,Substance Use,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,exact_topic:addiction-and-recovery via Addiction (w=1)|preferred_specialty_keyword:Addiction|exact_topic:addiction-and-recovery via Alcohol Use (w=1)|exact_topic:addiction-and-recovery via Drug Abuse (w=1)|exact_topic:addiction-and-recovery via Substance Use (w=1)|preferred_specialty_keyword:Substance Use,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
6e94e97f-494a-44ed-8e98-e08605aa2a4a,how-do-i-handle-my-childs-tantrums-without-losing-my-temper,david-k-gore-phd,"Kenneth W. Christian, PhD",susan-keenan,Susan L. Keenan,susan-keenan,Susan L. Keenan,Parenting,family-and-parenting,Family & Parenting,family-and-parenting,Family & Parenting,100,high,exact_topic:family-and-parenting via Family Conflict (w=1)|exact_topic:family-and-parenting via Parenting (w=1)|preferred_specialty_keyword:Parenting,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
9d6785d6-4be4-40a4-88ba-75f48838fca3,how-do-i-handle-peer-pressure-to-drink-or-use-drugs,david-k-gore-phd,"Kenneth W. Christian, PhD",jackie-malone,Jackie Malone,jackie-malone,Jackie Malone,Substance Use,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,exact_topic:addiction-and-recovery via Addiction (w=1)|preferred_specialty_keyword:Addiction|exact_topic:addiction-and-recovery via Alcohol Use (w=1)|exact_topic:addiction-and-recovery via Drug Abuse (w=1)|exact_topic:addiction-and-recovery via Substance Use (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
518fd0a3-8162-4ed0-98e8-19be6eb28255,how-do-i-handle-people-who-say-insensiti-186032-003,david-k-gore-phd,"Kenneth W. Christian, PhD",samantha-bryant,Samantha Bryant,samantha-bryant,Samantha Bryant,Grief,grief-and-loss,Grief & Loss,life-transitions-and-change,Grief & Loss,100,high,exact_topic:grief-and-loss via Grief (w=1)|preferred_specialty_keyword:Grief,requires_keyword_support:Body Image,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
baf4ef3f-a088-4dbc-95c0-18a25968885c,how-do-i-handle-sibling-rivalry-and-fighting,david-k-gore-phd,"Kenneth W. Christian, PhD",kelsey-donahue,Kelsey Madsen (Donahue),kelsey-donahue,Kelsey Madsen (Donahue),Parenting,family-and-parenting,Family & Parenting,family-and-parenting,Family & Parenting,100,high,exact_topic:family-and-parenting via Child (w=1)|exact_topic:family-and-parenting via Family Conflict (w=1)|exact_topic:family-and-parenting via Parenting (w=1)|preferred_specialty_keyword:Parenting,requires_keyword_support:Eating Disorders,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
07db9977-19ac-4f2b-adb1-d0840e7aed9d,how-do-i-handle-social-events-and-gatherings-in-recovery,david-k-gore-phd,"Kenneth W. Christian, PhD",lynn-lane,Lynn Lane,lynn-lane,Lynn Lane,Substance Abuse & Chemical Dependency,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,parent_theme:trauma-and-safety via PTSD|exact_topic:addiction-and-recovery via Substance Abuse & Chemical Dependency (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
717c1e6b-7530-4018-b4e3-0c77c7fe0061,how-do-i-handle-stress-without-turning-to-substances,david-k-gore-phd,"Kenneth W. Christian, PhD",lynn-lane,Lynn Lane,lynn-lane,Lynn Lane,Substance Abuse & Chemical Dependency,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,alias_keyword:stress|parent_theme:trauma-and-safety via PTSD|exact_topic:addiction-and-recovery via Substance Abuse & Chemical Dependency (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
fbdeb2d2-a224-43a1-9d96-f6fde8c8477c,how-do-i-handle-the-stress-of-retraining-for-a-new-career-at-an-older-age,david-k-gore-phd,"Kenneth W. Christian, PhD",michaela-hilburn,Michaela Hilburn,michaela-hilburn,Michaela Hilburn,Work/Life Balance,work-and-burnout,Work & Burnout,work-and-purpose,Work & Life Balance,100,high,alias_keyword:stress|alt_topic:work-and-burnout via Life Transitions (w=0.45)|exact_topic:work-and-burnout via Work/Life Balance (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
a94fbd2f-ce8b-40a1-a90f-ae90e50d1822,how-do-i-handle-work-stress-without-using-substances,david-k-gore-phd,"Kenneth W. Christian, PhD",jackie-malone,Jackie Malone,jackie-malone,Jackie Malone,Substance Use,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,exact_topic:addiction-and-recovery via Addiction (w=1)|preferred_specialty_keyword:Addiction|exact_topic:addiction-and-recovery via Alcohol Use (w=1)|exact_topic:addiction-and-recovery via Drug Abuse (w=1)|preferred_specialty_keyword:stress|exact_topic:addiction-and-recovery via Substance Use (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
21bb7c44-db8a-4430-981e-8f6cc3b3d494,how-do-i-have-difficult-conversations-wi-190974-007,david-k-gore-phd,"Kenneth W. Christian, PhD",samantha-bryant,Samantha Bryant,samantha-bryant,Samantha Bryant,Marital and Premarital,relationships-and-communication,Relationships & Communication,relationships-and-connection,Communication & Conflict,100,high,parent_theme:relationships-and-connection via Bisexual|exact_topic:relationships-and-communication via Codependency (w=1)|exact_topic:relationships-and-communication via Marital and Premarital (w=1),requires_keyword_support:Body Image,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
