answer_id,answer_slug,current_reviewer_id,current_public_reviewer_name,proposed_contributor_id,proposed_contributor_name,best_contributor_id,best_contributor_name,matched_specialty,deeper_topic,deeper_topic_name,deeper_theme,deeper_category,score,confidence,match_reasons,exclusions_evaluated,soft_cap_impact,profile_completeness,profile_publishable,blocked_incomplete,proposed_public_label,assignment_method,approval_source_internal,misleading_review_date_today,reviewed_at_legacy,qa_override,qa_decision
ce46404f-e3af-4949-8960-d39275488e95,how-do-i-prepare-for-my-first-therapy-se-186032-047,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy Navigation,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
5a20c1f9-c907-451b-be4b-2fb9ccf4a252,how-do-i-rebuild-emotional-intimacy-after-a-betrayal,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jackie-malone,Jackie Malone,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
b9f3b0be-4f7a-4294-af29-be6ad7f4a1d7,how-do-i-set-boundaries-to-reduce-stress,david-k-gore-phd,"Kenneth W. Christian, PhD",,,samantha-bryant,Samantha Bryant,Stress,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,78,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|alias_keyword:stress|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|parent_theme:life-transitions-and-change via Grief|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45)|alias_keyword:stress,,none,complete,true,false,,,,true,2026-06-19,,
45df558b-917f-471b-9528-f21dd08fb53a,how-do-i-set-boundaries-with-someone-who-has-borderline-personality-disorder,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jackie-malone,Jackie Malone,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
a1ebaad0-988e-41e3-9c02-6207ac29c24d,how-do-i-start-practicing-mindfulness,david-k-gore-phd,"Kenneth W. Christian, PhD",,,samantha-bryant,Samantha Bryant,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|parent_theme:life-transitions-and-change via Grief|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
762476ae-ab91-4adb-85ea-1878c8485a5c,how-do-i-stop-being-a-people-pleaser,david-k-gore-phd,"Kenneth W. Christian, PhD",,,liz-webb,Liz Webb,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
7494aa17-37cd-4ad1-9ead-3e6bb1744e2d,how-do-i-stop-comparing-myself-to-others-on-177941-011,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jackie-malone,Jackie Malone,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,Social Media,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
f4c9f6a1-5955-4a7b-aa0a-7390912366aa,how-do-i-stop-myself-from-saying-hurtful-things-wh-186602-002,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lynn-lane,Lynn Lane,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,Anger & Emotional Regulation,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|parent_theme:life-transitions-and-change via Grief & Loss|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
8fac9054-a620-4046-ad91-f957f4b1303d,how-do-i-stop-overthinking-everything,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jackie-malone,Jackie Malone,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
62ee69b3-f28d-4f2b-bd0d-843216b1532f,how-do-i-stop-replaying-arguments-and-angry-moment-186602-008,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lauren-sanders,Lauren Sanders,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,Anger & Emotional Regulation,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Dysmorphic Disorder (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Cancer (w=0.65)|demoted_missing_keyword_support|exact_topic:general-mental-health via Chronic Illness (w=0.65)|demoted_missing_keyword_support|parent_theme:life-transitions-and-change via Grief|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
7bb1627b-769b-4e45-9cc7-e2f91f023774,how-do-i-stop-ruminating-about-past-mist-177940-021,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jackie-malone,Jackie Malone,Stress,general-mental-health,General Mental Health,life-transitions-and-change,Mental Health,78,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|alias_keyword:stress|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45)|alias_keyword:stress,,none,complete,true,false,,,,true,2026-06-19,,
4fc33b7d-9985-4c30-b287-b6205ff5ad8d,how-do-i-stop-seeking-validation-from-others,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lauren-sanders,Lauren Sanders,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Dysmorphic Disorder (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Cancer (w=0.65)|demoted_missing_keyword_support|exact_topic:general-mental-health via Chronic Illness (w=0.65)|demoted_missing_keyword_support|parent_theme:life-transitions-and-change via Grief|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
7437dd73-3378-4489-93f4-3c64f1d15f3f,how-do-i-support-a-friend-who-is-depressed-but-wont-seek-help,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jackie-malone,Jackie Malone,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,alias_keyword:recovery|alt_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|alias_keyword:Depression|alias_keyword:recovery|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
84a3bb12-4e79-4702-afeb-e3ac5debea48,how-do-i-support-my-teen-through-social-media-dram-187459-005,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jeannine-jannot,"Jeannine Jannot, Ph.D.",Parenting,teens-and-identity,Teens & Identity,family-and-parenting,Teen-Specific Questions,70,medium,exact_topic:teens-and-identity via School Issues (w=0.45)|exact_topic:teens-and-identity via Parenting (w=0.7)|tied_topic:teens-and-identity via Child (w=0.7)|alt_topic:teens-and-identity via Education and Learning Disabilities (w=0.45)|alt_topic:teens-and-identity via Executive Functioning (w=0.45)|alt_topic:teens-and-identity via Productivity Coaching (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
12af1636-4b2f-4160-987d-4d2f28ee5ad7,how-do-i-talk-to-my-teen-about-academic-pressure-a-187459-009,david-k-gore-phd,"Kenneth W. Christian, PhD",,,susan-keenan,Susan L. Keenan,Self Esteem,teens-and-identity,Teens & Identity,family-and-parenting,Teen-Specific Questions,78,medium,exact_topic:teens-and-identity via Family Conflict (w=0.7)|tied_topic:teens-and-identity via Parenting (w=0.7)|alias_keyword:perfectionism,,none,complete,true,false,,,,true,2026-06-19,,
b2586818-c80c-422a-b945-5446a5fc9553,how-do-i-talk-to-my-teen-about-depression-without--187459-003,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jeannine-jannot,"Jeannine Jannot, Ph.D.",Parenting,teens-and-identity,Teens & Identity,family-and-parenting,Teen-Specific Questions,70,medium,exact_topic:teens-and-identity via School Issues (w=0.45)|exact_topic:teens-and-identity via Parenting (w=0.7)|tied_topic:teens-and-identity via Child (w=0.7)|alt_topic:teens-and-identity via Education and Learning Disabilities (w=0.45)|alt_topic:teens-and-identity via Executive Functioning (w=0.45)|alt_topic:teens-and-identity via Productivity Coaching (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
a60be08f-c0c7-4298-b5ab-0c9ce42acaac,how-do-i-tell-if-my-social-media-use-is--185387-016,david-k-gore-phd,"Kenneth W. Christian, PhD",,,meredith-price,Meredith Price,Family Conflict,teens-and-identity,Teens & Identity,family-and-parenting,Teens & Identity,70,medium,"parent_theme:family-and-parenting via Pregnancy, Prenatal, Postpartum|exact_topic:teens-and-identity via Family Conflict (w=0.7)|tied_topic:teens-and-identity via Parenting (w=0.7)|alt_topic:teens-and-identity via School Issues (w=0.45)","requires_keyword_support:Pregnancy, Prenatal, Postpartum|requires_keyword_support:Body Image",none,complete,true,false,,,,true,2026-06-19,,
ca3333c7-13ed-495f-8aaf-bb0571649e09,how-do-i-tell-my-family-im-going-to-treatment,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy & Mental Health,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
4eb9ccd2-d05e-4177-9bf7-7c43ef80ad34,how-long-does-therapy-typically-take-186032-044,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy Navigation,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
426a67cd-df90-4dd0-b153-6ceb0020d16b,how-to-know-if-ai-is-helping-therapy-or-replacing-it,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy Navigation,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
510dce1e-0e0d-4d13-8c31-862273e821aa,how-to-know-if-teenager-is-too-attached-to-ai,david-k-gore-phd,"Kenneth W. Christian, PhD",,,susan-keenan,Susan L. Keenan,Family Conflict,teens-and-identity,Teens & Identity,family-and-parenting,Teen-Specific Questions,70,medium,exact_topic:teens-and-identity via Family Conflict (w=0.7)|tied_topic:teens-and-identity via Parenting (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
6ddee526-19c3-41d3-bd25-d26949b680b0,how-to-set-boundaries-with-ai-tools,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lexi-cooper,Lexi Cooper,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
31c3f339-73cc-4704-bb99-1ca3955bc2f8,how-to-talk-to-teenager-about-ai-relationships,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jeannine-jannot,"Jeannine Jannot, Ph.D.",Parenting,teens-and-identity,Teens & Identity,family-and-parenting,Teen-Specific Questions,70,medium,exact_topic:teens-and-identity via School Issues (w=0.45)|exact_topic:teens-and-identity via Parenting (w=0.7)|tied_topic:teens-and-identity via Child (w=0.7)|alt_topic:teens-and-identity via Education and Learning Disabilities (w=0.45)|alt_topic:teens-and-identity via Executive Functioning (w=0.45)|alt_topic:teens-and-identity via Productivity Coaching (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
72a0b719-6e5d-4e96-b579-51dd3c4b68a2,im-having-thoughts-of-suicide---what-should-i-do-right-now,david-k-gore-phd,"Kenneth W. Christian, PhD",,,michaela-hilburn,Michaela Hilburn,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|parent_theme:life-transitions-and-change via Grief and Loss|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
69a55c7a-b40a-4b6e-815f-25e60081252b,is-it-okay-to-self-diagnose-with-informa-185759-046,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy Navigation,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
ddfb8676-7c1f-4694-bd0f-b648ec55ee9f,need-therapy-or-more-support-from-friends,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lynn-lane,Lynn Lane,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|parent_theme:life-transitions-and-change via Grief & Loss|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
0f22d2f7-c6bc-4948-83d2-e602c80294d3,rebuild-real-world-connection-after-relying-on-ai,david-k-gore-phd,"Kenneth W. Christian, PhD",,,samantha-bryant,Samantha Bryant,Codependency,loneliness-and-belonging,Loneliness & Belonging,relationships-and-connection,Loneliness & Isolation,56,medium,parent_theme:relationships-and-connection via Bisexual|exact_topic:loneliness-and-belonging via Codependency (w=0.45)|parent_theme:relationships-and-connection via Codependency|alt_topic:loneliness-and-belonging via Marital and Premarital (w=0.45),requires_keyword_support:Body Image,none,complete,true,false,,,,true,2026-06-19,,
b0ec04a2-1f07-438b-9694-dd37e901b7cf,should-i-tell-my-employer-about-going-to-treatment,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy & Mental Health,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
2c9ae41d-48f9-43f1-8af0-a401c1eb830f,should-i-tell-my-therapist-everything-186032-046,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy Navigation,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
4933c4cb-3dab-4fe1-bb5c-e6d1dd086c41,should-i-tell-my-therapist-how-much-i-use-ai,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy Navigation,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
34a9b274-f36d-4674-88a9-a39e94378ba0,should-parents-limit-ai-companion-use-for-teens,david-k-gore-phd,"Kenneth W. Christian, PhD",,,susan-keenan,Susan L. Keenan,Family Conflict,teens-and-identity,Teens & Identity,family-and-parenting,Teen-Specific Questions,70,medium,exact_topic:teens-and-identity via Family Conflict (w=0.7)|tied_topic:teens-and-identity via Parenting (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
86143b60-7204-4dae-9389-1cc055129eb9,take-a-break-from-ai-without-feeling-abandoned,david-k-gore-phd,"Kenneth W. Christian, PhD",,,samantha-bryant,Samantha Bryant,Codependency,loneliness-and-belonging,Loneliness & Belonging,relationships-and-connection,Loneliness & Isolation,56,medium,alias_keyword:stress|alt_topic:loneliness-and-belonging via Codependency (w=0.45)|parent_theme:relationships-and-connection via Codependency|alt_topic:loneliness-and-belonging via Marital and Premarital (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
0abb94ef-b473-48c1-af40-68d4632138c8,warning-signs-ai-use-is-hurting-my-mental-health,david-k-gore-phd,"Kenneth W. Christian, PhD",,,laura-hilsen,Laura Hilsen,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
86f3fde7-5b9e-4e91-994c-88edc63bb3e0,what-are-body-scan-meditations-and-how-do-they-help,david-k-gore-phd,"Kenneth W. Christian, PhD",,,meredith-price,Meredith Price,Stress,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,78,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|alias_keyword:stress|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|parent_theme:life-transitions-and-change via Grief|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45)|alias_keyword:stress,"requires_keyword_support:Pregnancy, Prenatal, Postpartum|requires_keyword_support:Infertility",none,complete,true,false,,,,true,2026-06-19,,
e2062f48-19b0-41b3-a5e5-6b0efdc799f1,what-are-some-simple-relaxation-techniques-i-can-do-anywhere,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jackie-malone,Jackie Malone,Stress,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,78,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|alias_keyword:stress|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45)|alias_keyword:stress,,none,complete,true,false,,,,true,2026-06-19,,
5b4dc2bd-7445-441f-948d-e47415368526,what-are-the-signs-of-borderline-personality-disorder,david-k-gore-phd,"Kenneth W. Christian, PhD",,,meredith-price,Meredith Price,Stress,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,78,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|alias_keyword:stress|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|parent_theme:life-transitions-and-change via Grief|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45)|alias_keyword:stress,"requires_keyword_support:Pregnancy, Prenatal, Postpartum|requires_keyword_support:Infertility",none,complete,true,false,,,,true,2026-06-19,,
8254311a-a711-4a7c-989a-c9d54b3056ec,what-are-the-signs-that-my-child-needs-counseling-after-divorce,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy & Mental Health,65,medium,alias_keyword:divorce|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
042d9590-19d9-4fa8-a58a-9a85cba40ea2,what-does-it-mean-to-take-care-of-your-mental-health,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lynn-lane,Lynn Lane,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|parent_theme:life-transitions-and-change via Grief & Loss|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
be0e0311-efe4-4a74-b4b4-137027462670,what-do-i-do-if-i-think-i-have-depressio-186032-018,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lauren-sanders,Lauren Sanders,Parenting,teens-and-identity,Teens & Identity,family-and-parenting,Teens & Identity,70,medium,exact_topic:teens-and-identity via Parenting (w=0.7)|tied_topic:teens-and-identity via Child (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
702fddc2-fa33-4f11-848f-692d726987ec,what-do-i-do-when-i-cant-afford-therapy-177940-020,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Mental Health Access,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
25ca7e2a-3ca1-4981-b996-f2daa7711a42,what-do-i-do-when-i-cant-stop-crying-177941-004,david-k-gore-phd,"Kenneth W. Christian, PhD",,,meredith-price,Meredith Price,Stress,general-mental-health,General Mental Health,life-transitions-and-change,Emotional Regulation,78,medium,alias_keyword:Depression|alt_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|parent_theme:life-transitions-and-change via Grief|alias_keyword:Grief|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45)|alias_keyword:Anxiety,"requires_keyword_support:Pregnancy, Prenatal, Postpartum",none,complete,true,false,,,,true,2026-06-19,,
fd1f9f6d-bd16-4bab-b56b-8f3931be6822,what-do-i-do-when-i-feel-like-i-dont-fit-in-177941-024,david-k-gore-phd,"Kenneth W. Christian, PhD",,,sarah-evers,Sarah Evers,Building Healthy Relationships,loneliness-and-belonging,Loneliness & Belonging,relationships-and-connection,Social Belonging,56,medium,exact_topic:loneliness-and-belonging via Building Healthy Relationships (w=0.45)|parent_theme:relationships-and-connection via Building Healthy Relationships,requires_keyword_support:Chronic Illness & Disability|requires_keyword_support:Caregiver Stress|requires_keyword_support:Motherhood|requires_keyword_support:Reproductive Mental Health,none,complete,true,false,,,,true,2026-06-19,,
1634696c-9082-41a7-b190-c9dfbf5e899d,what-if-ai-chatbot-says-i-have-a-special-mission,david-k-gore-phd,"Kenneth W. Christian, PhD",,,michaela-hilburn,Michaela Hilburn,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|parent_theme:life-transitions-and-change via Grief and Loss|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
78f168aa-6421-4582-8881-66ebc8ef1a6e,what-if-i-dont-like-my-therapist-185759-047,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy Navigation,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
26b682ea-6856-4fd6-b42b-7ff26685aa48,what-if-i-think-an-ai-chatbot-is-sentient,david-k-gore-phd,"Kenneth W. Christian, PhD",,,liz-webb,Liz Webb,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
4939a867-f3de-4bca-bfa3-3363e97c8b9f,what-is-ai-psychosis-and-is-it-a-real-diagnosis,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lexi-cooper,Lexi Cooper,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
4e1b1f9d-5c57-4a97-a497-eb6ee8fafacc,what-is-dependent-personality-disorder-and-how-is-it-different-from-being-needy,david-k-gore-phd,"Kenneth W. Christian, PhD",,,meredith-price,Meredith Price,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|parent_theme:life-transitions-and-change via Grief|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45),"requires_keyword_support:Pregnancy, Prenatal, Postpartum|requires_keyword_support:Infertility",none,complete,true,false,,,,true,2026-06-19,,
85794365-761e-47f6-b6be-af395fddf0be,what-is-histrionic-personality-disorder-and-how-is-it-treated,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lexi-cooper,Lexi Cooper,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
6d62d965-b609-4440-a6a5-f220cb81a18d,what-is-progressive-muscle-relaxation-and-how-do-i-do-it,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jackie-malone,Jackie Malone,Stress,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,78,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|alias_keyword:Anxiety|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45)|alias_keyword:Anxiety,,none,complete,true,false,,,,true,2026-06-19,,
